bubo_shift_id,start_timestamp,end_timestamp,bubo_employee_id,status,bubo_contract_location_id,alias,post_coverage_start_timestamp,post_coverage_end_timestamp,calculated_meal_duration
07f7e1a8-0e4c-4cc8-a55f-280ecbaf7407,2023-10-04 12:45:00+00:00,2023-10-04 21:15:00+00:00,d1fa8df3-d38c-45e9-8ba6-1c94ec457c2d,clocked_out,b7ae000a-9e1b-4714-b2bf-313e517df7f2,S-2309705,2023-10-04 12:45:00+00:00,2023-10-04 21:15:00+00:00,30
0b11a896-fd5b-4e13-a062-95f0589a239b,2023-10-04 12:45:00+00:00,2023-10-04 21:15:00+00:00,4292fff1-b3bb-40e0-9ee5-41639c4af535,clocked_out,30fa64ee-9f11-46d1-9155-724ce32f0fe4,S-2318756,2023-10-04 12:45:00+00:00,2023-10-04 21:15:00+00:00,30
125a242c-c671-4b2c-8e34-0748bc8e2943,2023-10-04 11:45:00+00:00,2023-10-05 00:15:00+00:00,e54da0e2-8cc5-441f-8b53-078dfb2f9381,clocked_out,4156c223-8fac-4663-9dd7-872f81b51be0,S-2321339,2023-10-04 11:45:00+00:00,2023-10-05 00:15:00+00:00,30
1611b58d-216b-48da-9c73-31ce623a5313,2023-10-04 12:45:00+00:00,2023-10-04 21:15:00+00:00,c763b4ee-4545-49d4-9c42-7fb57201716c,clocked_out,db7ade46-9c5b-4e19-bb63-26a8933b7c28,S-2316538,2023-10-04 12:45:00+00:00,2023-10-04 21:15:00+00:00,30
17daee2d-1c36-4436-bafe-b424ff8e42a4,2023-10-04 12:45:00+00:00,2023-10-04 21:15:00+00:00,a032ccb2-8c22-4a1a-be58-bde1eb2ae4cb,clocked_out,29c0e042-8250-4d95-90f5-da588eca08a4,S-2318320,2023-10-04 12:45:00+00:00,2023-10-04 21:15:00+00:00,30
2eed1aea-d283-4b3c-abec-5662b927934a,2023-10-04 11:45:00+00:00,2023-10-05 00:15:00+00:00,b0ce93cc-f792-4516-8c1a-5c99c53929a1,clocked_out,c4077132-9f4d-4a65-b0ee-2933dbc47e23,S-2324157,2023-10-04 11:45:00+00:00,2023-10-05 00:15:00+00:00,30
2fc3eb62-dfda-41a9-8c65-cd8b2451ec2b,2023-10-04 12:45:00+00:00,2023-10-04 21:15:00+00:00,2530ff15-e281-42bb-ac8d-1c6608b7c425,clocked_out,2da96a6a-a567-45c6-b7a7-d2c3f7e81e53,S-2306007,2023-10-04 12:45:00+00:00,2023-10-04 21:15:00+00:00,30
3c3fae3a-aa3b-4daa-bed5-ce0acf30faab,2023-10-04 12:45:00+00:00,2023-10-04 22:15:00+00:00,7cbf6dcb-91fc-48ff-a571-c20c798b38b5,clocked_out,b60b5e82-99d8-45ce-8785-11b3e7a5435b,S-2314697,2023-10-04 12:45:00+00:00,2023-10-04 22:15:00+00:00,30
3e52f768-c89f-4fbf-a24c-ee8a03a3f166,2023-10-04 12:45:00+00:00,2023-10-04 21:15:00+00:00,0f6f4319-d1e7-44bc-8891-53c9afee67f8,clocked_out,0ea6ed2f-2d9f-4400-9091-c7d98da9fede,S-2314612,2023-10-04 12:45:00+00:00,2023-10-04 21:15:00+00:00,30
44ec0288-f4f5-49d2-aed8-797e3ca9978f,2023-10-04 12:45:00+00:00,2023-10-04 21:15:00+00:00,0f8b7234-0f1b-498b-aea1-8de8f82a71bb,clocked_out,ea151fe8-afc4-40f2-9903-ed4d693148c0,S-2317628,2023-10-04 12:45:00+00:00,2023-10-04 21:15:00+00:00,30
eeb62e17-6b49-41bd-aa79-448f1f9faa64,2023-10-04 12:45:00+00:00,2023-10-04 21:15:00+00:00,a96c4eb4-8fd9-448b-90a2-4d44049f09bc,clocked_out,6468a7b2-230b-427e-b4d6-5a0430cac7a4,S-2319053,2023-10-04 12:45:00+00:00,2023-10-04 21:15:00+00:00,30
fc0c3870-a654-453f-a1af-4095935220bd,2023-10-04 12:15:00+00:00,2023-10-05 00:45:00+00:00,526a6781-b18b-4cf1-8941-79a735b61615,clocked_out,a9acd16d-5ab8-457a-9b6a-c7d328453f32,S-2440795,2023-10-04 12:15:00+00:00,2023-10-05 00:45:00+00:00,30
454a717b-5776-4eed-91b8-e9495e47a402,2023-10-04 11:45:00+00:00,2023-10-05 00:15:00+00:00,2ee19778-fb6a-4899-9e6b-984fea1bdf9a,clocked_out,ce069d22-7ccc-4875-aed3-a5f9844f14ad,S-2320737,2023-10-04 11:45:00+00:00,2023-10-05 00:15:00+00:00,30
4d40a751-45d6-421d-ae94-0740ed4e964c,2023-10-04 12:45:00+00:00,2023-10-04 21:15:00+00:00,26eb1d14-0eee-4d8c-bc4b-f11a22137618,clocked_out,e1d1518b-df79-4e27-a5e8-781a4666f9e9,S-2308269,2023-10-04 12:45:00+00:00,2023-10-04 21:15:00+00:00,30
57dd4f08-6105-4d73-b0d9-a22c97d32822,2023-10-04 12:30:00+00:00,2023-10-04 22:00:00+00:00,9c8d0648-3eaa-40f4-a265-5cceba0fc66e,clocked_out,6cab676e-d20b-4080-8294-66bc6f35e5b9,S-2316971,2023-10-04 12:30:00+00:00,2023-10-04 22:00:00+00:00,0
5a6e2c90-cbfb-41dd-ae2d-258ba11386df,2023-10-04 11:45:00+00:00,2023-10-04 20:15:00+00:00,dfbd463b-d392-4a99-aaf2-89cae42a0fb0,clocked_out,de9a492a-249b-4b39-9934-532f209ccddd,S-2325340,2023-10-04 11:45:00+00:00,2023-10-04 20:15:00+00:00,30
5ab1a63e-4eb9-4f7f-b48a-a9e312eb07f7,2023-10-04 11:45:00+00:00,2023-10-04 23:15:00+00:00,30605a0b-d07f-4daa-a556-a88d2d620ba0,clocked_out,c7ab803e-2b32-4232-9638-9943a74a4e9e,S-2345583,2023-10-04 11:45:00+00:00,2023-10-04 23:15:00+00:00,30
762cf904-5621-442f-8e08-af13a10bf1d1,2023-10-04 12:45:00+00:00,2023-10-04 21:15:00+00:00,cddc5989-1258-4ec7-859e-22d523c8761d,clocked_out,96cba9e1-b8d9-4c2c-b13a-0351451ad71c,S-2320506,2023-10-04 12:45:00+00:00,2023-10-04 21:15:00+00:00,30
76d6f4e9-b8c0-401e-88e7-6656fa296c88,2023-10-04 10:45:00+00:00,2023-10-04 12:45:00+00:00,ebd114a9-03ba-4c84-af08-5131f0cf03e8,clocked_out,b76d0571-075b-4c1e-ace6-125474bc4dd7,S-2335486,2023-10-04 10:45:00+00:00,2023-10-04 12:45:00+00:00,0
7af5f132-a689-4598-9143-1a5b6b162648,2023-10-04 12:15:00+00:00,2023-10-05 00:15:00+00:00,76bec20e-f32f-436a-9076-fa6aabc309dc,clocked_out,ed004ccb-6fea-4fd6-b83a-774d07c121bb,S-2310216,2023-10-04 12:15:00+00:00,2023-10-05 00:15:00+00:00,30
89d16284-3101-4c1f-ab44-f1767c0f0859,2023-10-04 12:45:00+00:00,2023-10-04 21:15:00+00:00,d7c43e30-d857-4a5b-9bfb-66a4cae11364,clocked_out,1d436670-e5cd-45f0-8065-3cdf1b537a95,S-2310412,2023-10-04 12:45:00+00:00,2023-10-04 21:15:00+00:00,30
92149e49-ccb5-468f-af72-24a59409bbfb,2023-10-04 12:45:00+00:00,2023-10-04 21:15:00+00:00,b709fd6b-bcfd-4280-aaa5-bab950956c03,clocked_out,891f0221-cf99-4b12-b38f-74cceab0c3b2,S-2313729,2023-10-04 12:45:00+00:00,2023-10-04 21:15:00+00:00,30
ab1c661f-0193-4119-b848-9c7e2dfb5305,2023-10-04 12:45:00+00:00,2023-10-04 21:15:00+00:00,d7cb1269-0bb0-410a-8540-06f75d55e946,clocked_out,588414eb-c232-4094-9567-a745a611a351,S-2318792,2023-10-04 12:45:00+00:00,2023-10-04 21:15:00+00:00,30
add732fc-8c0d-4697-bc7b-f7f71dd50330,2023-10-04 11:45:00+00:00,2023-10-04 20:15:00+00:00,e32127af-8e31-43ec-9505-1d7ea89a493c,clocked_out,16ef08f9-dc23-4e79-be8b-c2cdefd03fb5,S-2322807,2023-10-04 11:45:00+00:00,2023-10-04 20:15:00+00:00,30
b062db21-c503-4ee3-a89d-74c2b5627bfb,2023-10-04 12:45:00+00:00,2023-10-04 21:30:00+00:00,0cd1e0c0-b6e1-4c3e-9668-45d5d6a15fde,clocked_out,b1c61359-e900-49ce-a2b5-d00d3e95d3c6,S-2314078,2023-10-04 12:45:00+00:00,2023-10-04 21:30:00+00:00,30
c2d59d08-6cf6-48cf-a794-b644c7f8398e,2023-10-04 12:45:00+00:00,2023-10-05 01:15:00+00:00,c779cc8e-ca28-4291-9cb9-9085870dd7aa,clocked_out,56557a29-67e2-4a0e-be3e-55fd98ee5184,S-2322073,2023-10-04 12:45:00+00:00,2023-10-05 01:15:00+00:00,30
